prev_filename,filename,cell_type,xmin,xmax,ymin,ymax
247_r06c04f327p01.png,247.png,U,457,488,129,160
247_r06c04f327p01.png,247.png,G,195,227,193,224
247_r06c04f327p01.png,247.png,G,426,465,425,463
247_r06c04f327p01.png,247.png,G,454,477,405,432
247_r06c04f327p01.png,247.png,G,89,133,1,40
247_r06c04f327p01.png,247.png,G,389,424,382,421
247_r06c04f327p01.png,247.png,R,221,260,447,490
247_r06c04f327p01.png,247.png,G,81,115,286,318
247_r06c04f327p01.png,247.png,R,498,531,105,135
247_r06c04f327p01.png,247.png,R,476,508,409,440
247_r06c04f327p01.png,247.png,R,106,139,311,341
247_r06c04f327p01.png,247.png,G,94,137,49,94
247_r06c04f327p01.png,247.png,U,22,53,304,338
247_r06c04f327p01.png,247.png,U,223,257,345,378
247_r06c04f327p01.png,247.png,R,522,540,123,163
247_r06c04f327p01.png,247.png,R,145,184,299,341
247_r06c04f327p01.png,247.png,G,59,104,130,184
247_r06c04f327p01.png,247.png,G,205,234,512,538
247_r06c04f327p01.png,247.png,U,341,373,304,337
247_r06c04f327p01.png,247.png,R,181,221,292,336
247_r06c04f327p01.png,247.png,R,116,162,333,378
247_r06c04f327p01.png,247.png,R,31,74,1,44
247_r06c04f327p01.png,247.png,U,472,508,520,538
247_r06c04f327p01.png,247.png,G,97,142,515,539
247_r06c04f327p01.png,247.png,R,485,538,1,29
247_r06c04f327p01.png,247.png,R,503,540,166,197
247_r06c04f327p01.png,247.png,G,8,38,320,351
247_r06c04f327p01.png,247.png,U,275,316,487,517
247_r06c04f327p01.png,247.png,U,74,116,52,79
247_r06c04f327p01.png,247.png,R,139,171,3,31
247_r06c04f327p01.png,247.png,U,248,281,321,355
247_r06c04f327p01.png,247.png,U,310,349,280,316
247_r06c04f327p01.png,247.png,R,227,269,288,321
247_r06c04f327p01.png,247.png,U,233,260,517,539
247_r06c04f327p01.png,247.png,U,496,527,135,163
247_r06c04f327p01.png,247.png,G,139,169,133,165
247_r06c04f327p01.png,247.png,G,193,228,60,92
247_r06c04f327p01.png,247.png,G,90,145,215,260
247_r06c04f327p01.png,247.png,R,117,147,372,402
247_r06c04f327p01.png,247.png,R,234,266,497,529
247_r06c04f327p01.png,247.png,U,186,233,1,22
247_r06c04f327p01.png,247.png,G,358,389,432,465
247_r06c04f327p01.png,247.png,R,75,105,187,217
247_r06c04f327p01.png,247.png,R,33,91,162,198
247_r06c04f327p01.png,247.png,U,12,46,238,271
248_r06c04f328p01.png,248.png,U,244,271,45,77
248_r06c04f328p01.png,248.png,U,139,169,476,505
248_r06c04f328p01.png,248.png,U,1,22,186,210
248_r06c04f328p01.png,248.png,G,95,129,254,285
248_r06c04f328p01.png,248.png,G,273,319,43,97
248_r06c04f328p01.png,248.png,G,45,81,475,511
248_r06c04f328p01.png,248.png,R,1,16,151,186
248_r06c04f328p01.png,248.png,G,151,197,516,538
248_r06c04f328p01.png,248.png,G,27,60,290,321
248_r06c04f328p01.png,248.png,U,352,380,170,201
248_r06c04f328p01.png,248.png,R,503,539,262,303
248_r06c04f328p01.png,248.png,R,115,150,518,539
248_r06c04f328p01.png,248.png,G,2,27,117,146
248_r06c04f328p01.png,248.png,G,443,489,384,446
248_r06c04f328p01.png,248.png,R,7,43,484,517
248_r06c04f328p01.png,248.png,R,94,128,285,318
248_r06c04f328p01.png,248.png,R,334,371,387,425
248_r06c04f328p01.png,248.png,G,295,327,92,122
248_r06c04f328p01.png,248.png,G,165,216,190,238
248_r06c04f328p01.png,248.png,R,54,78,133,161
248_r06c04f328p01.png,248.png,R,326,362,98,135
248_r06c04f328p01.png,248.png,U,16,46,158,191
248_r06c04f328p01.png,248.png,R,168,233,423,493
248_r06c04f328p01.png,248.png,G,247,293,87,127
248_r06c04f328p01.png,248.png,U,346,379,153,186
248_r06c04f328p01.png,248.png,R,241,285,253,295
248_r06c04f328p01.png,248.png,G,129,175,1,16
248_r06c04f328p01.png,248.png,R,9,44,421,453
248_r06c04f328p01.png,248.png,G,61,120,18,73
248_r06c04f328p01.png,248.png,G,366,411,365,410
248_r06c04f328p01.png,248.png,R,201,243,254,292
248_r06c04f328p01.png,248.png,R,150,199,248,296
248_r06c04f328p01.png,248.png,R,88,144,323,372
248_r06c04f328p01.png,248.png,G,109,154,222,266
248_r06c04f328p01.png,248.png,R,24,55,123,158
248_r06c04f328p01.png,248.png,G,1,51,214,272
248_r06c04f328p01.png,248.png,R,23,59,319,356
248_r06c04f328p01.png,248.png,U,361,403,109,149
248_r06c04f328p01.png,248.png,U,2,22,312,361
248_r06c04f328p01.png,248.png,U,214,249,65,97
248_r06c04f328p01.png,248.png,G,313,350,61,102
248_r06c04f328p01.png,248.png,R,493,532,388,429
248_r06c04f328p01.png,248.png,U,468,499,503,530
248_r06c04f328p01.png,248.png,U,118,156,441,480
248_r06c04f328p01.png,248.png,R,114,150,57,91
248_r06c04f328p01.png,248.png,R,52,81,237,265
248_r06c04f328p01.png,248.png,U,1,26,1,22
248_r06c04f328p01.png,248.png,U,52,87,310,347
248_r06c04f328p01.png,248.png,U,111,139,481,512
248_r06c04f328p01.png,248.png,G,396,426,1,13
248_r06c04f328p01.png,248.png,R,51,83,1,23
248_r06c04f328p01.png,248.png,R,285,321,202,235
248_r06c04f328p01.png,248.png,U,220,251,97,128
248_r06c04f328p01.png,248.png,U,51,80,510,536
248_r06c04f328p01.png,248.png,G,359,393,252,288
248_r06c04f328p01.png,248.png,R,191,223,346,374
248_r06c04f328p01.png,248.png,R,203,237,514,539
248_r06c04f328p01.png,248.png,R,1,41,384,416
248_r06c04f328p01.png,248.png,R,250,281,297,329
248_r06c04f328p01.png,248.png,R,314,350,303,336
248_r06c04f328p01.png,248.png,R,112,143,22,56
248_r06c04f328p01.png,248.png,G,83,126,463,507
248_r06c04f328p01.png,248.png,U,70,98,495,525
248_r06c04f328p01.png,248.png,G,28,60,11,53
248_r06c04f328p01.png,248.png,R,25,47,521,539
248_r06c04f328p01.png,248.png,U,359,400,4,44
248_r06c04f328p01.png,248.png,R,343,371,289,321
248_r06c04f328p01.png,248.png,R,220,253,308,339
248_r06c04f328p01.png,248.png,U,81,105,1,16
248_r06c04f328p01.png,248.png,R,90,118,511,538
248_r06c04f328p01.png,248.png,G,325,356,135,165
248_r06c04f328p01.png,248.png,G,296,338,239,277
249_r06c04f329p01.png,249.png,U,439,470,505,536
249_r06c04f329p01.png,249.png,R,413,473,304,353
249_r06c04f329p01.png,249.png,G,248,292,494,536
249_r06c04f329p01.png,249.png,G,195,223,229,258
249_r06c04f329p01.png,249.png,R,1,28,118,156
249_r06c04f329p01.png,249.png,R,21,55,160,193
249_r06c04f329p01.png,249.png,G,183,220,197,234
249_r06c04f329p01.png,249.png,G,457,489,267,299
249_r06c04f329p01.png,249.png,R,221,264,239,281
249_r06c04f329p01.png,249.png,R,122,159,274,310
249_r06c04f329p01.png,249.png,G,254,283,265,296
249_r06c04f329p01.png,249.png,R,41,84,89,133
249_r06c04f329p01.png,249.png,G,200,247,279,321
249_r06c04f329p01.png,249.png,R,299,335,500,536
249_r06c04f329p01.png,249.png,G,31,71,401,443
249_r06c04f329p01.png,249.png,U,523,540,92,135
249_r06c04f329p01.png,249.png,G,16,47,241,272
249_r06c04f329p01.png,249.png,G,289,332,68,108
249_r06c04f329p01.png,249.png,G,255,291,82,119
249_r06c04f329p01.png,249.png,G,207,252,138,185
249_r06c04f329p01.png,249.png,G,258,297,121,154
249_r06c04f329p01.png,249.png,G,164,201,299,332
249_r06c04f329p01.png,249.png,R,27,55,128,158
249_r06c04f329p01.png,249.png,R,479,511,66,101
249_r06c04f329p01.png,249.png,R,52,112,219,291
249_r06c04f329p01.png,249.png,R,31,81,19,64
249_r06c04f329p01.png,249.png,G,166,213,260,299
249_r06c04f329p01.png,249.png,G,288,345,1,36
249_r06c04f329p01.png,249.png,U,79,111,80,116
249_r06c04f329p01.png,249.png,G,273,308,471,502
249_r06c04f329p01.png,249.png,G,352,387,482,521
249_r06c04f329p01.png,249.png,G,1,33,395,429
249_r06c04f329p01.png,249.png,R,1,27,147,182
249_r06c04f329p01.png,249.png,R,153,184,481,513
249_r06c04f329p01.png,249.png,G,493,531,42,74
249_r06c04f329p01.png,249.png,R,434,478,382,423
249_r06c04f329p01.png,249.png,R,7,41,85,124
249_r06c04f329p01.png,249.png,G,241,287,1,36
249_r06c04f329p01.png,249.png,U,195,223,2,31
249_r06c04f329p01.png,249.png,G,477,510,356,389
249_r06c04f329p01.png,249.png,G,501,535,76,114
249_r06c04f329p01.png,249.png,U,513,539,490,521
249_r06c04f329p01.png,249.png,R,280,314,253,288
249_r06c04f329p01.png,249.png,R,442,476,351,382
249_r06c04f329p01.png,249.png,G,210,244,502,533
249_r06c04f329p01.png,249.png,U,522,540,504,540
249_r06c04f329p01.png,249.png,R,1,20,431,477
249_r06c04f329p01.png,249.png,G,158,183,414,435
249_r06c04f329p01.png,249.png,G,460,506,417,457
249_r06c04f329p01.png,249.png,R,513,539,223,273
249_r06c04f329p01.png,249.png,G,1,32,217,251
249_r06c04f329p01.png,249.png,R,143,175,303,333
24_r06c04f114p01.png,24.png,U,64,89,37,65
24_r06c04f114p01.png,24.png,U,377,408,151,182
24_r06c04f114p01.png,24.png,G,228,272,283,326
24_r06c04f114p01.png,24.png,G,369,405,191,223
24_r06c04f114p01.png,24.png,G,1,32,292,326
24_r06c04f114p01.png,24.png,R,345,385,50,86
24_r06c04f114p01.png,24.png,R,309,339,132,165
24_r06c04f114p01.png,24.png,R,331,366,88,122
24_r06c04f114p01.png,24.png,U,390,420,180,208
24_r06c04f114p01.png,24.png,U,461,512,360,409
24_r06c04f114p01.png,24.png,U,318,348,504,531
24_r06c04f114p01.png,24.png,U,363,390,178,207
24_r06c04f114p01.png,24.png,U,222,256,407,441
24_r06c04f114p01.png,24.png,G,48,90,251,297
24_r06c04f114p01.png,24.png,R,30,60,42,76
24_r06c04f114p01.png,24.png,U,493,540,1,28
24_r06c04f114p01.png,24.png,U,26,49,381,411
24_r06c04f114p01.png,24.png,G,137,191,174,232
24_r06c04f114p01.png,24.png,R,57,103,57,95
24_r06c04f114p01.png,24.png,G,363,395,80,115
24_r06c04f114p01.png,24.png,U,2,37,391,437
24_r06c04f114p01.png,24.png,R,80,117,128,172
24_r06c04f114p01.png,24.png,R,476,521,275,315
24_r06c04f114p01.png,24.png,G,344,390,112,152
24_r06c04f114p01.png,24.png,U,456,497,504,537
24_r06c04f114p01.png,24.png,U,434,466,486,519
24_r06c04f114p01.png,24.png,U,411,466,142,186
24_r06c04f114p01.png,24.png,U,20,62,427,465
24_r06c04f114p01.png,24.png,U,17,56,228,267
24_r06c04f114p01.png,24.png,U,493,537,318,368
24_r06c04f114p01.png,24.png,U,425,457,510,538
24_r06c04f114p01.png,24.png,R,426,465,307,346
24_r06c04f114p01.png,24.png,R,61,106,86,131
24_r06c04f114p01.png,24.png,R,401,431,227,263
24_r06c04f114p01.png,24.png,R,1,16,434,463
24_r06c04f114p01.png,24.png,R,337,373,151,186
24_r06c04f114p01.png,24.png,G,4,46,323,369
24_r06c04f114p01.png,24.png,U,413,444,259,292
24_r06c04f114p01.png,24.png,U,169,235,243,303
24_r06c04f114p01.png,24.png,G,410,435,525,540
24_r06c04f114p01.png,24.png,U,344,394,484,532
24_r06c04f114p01.png,24.png,U,1,33,100,148
24_r06c04f114p01.png,24.png,U,339,368,189,221
24_r06c04f114p01.png,24.png,U,163,203,128,164
24_r06c04f114p01.png,24.png,U,20,51,140,169
24_r06c04f114p01.png,24.png,G,1,29,250,291
24_r06c04f114p01.png,24.png,U,438,472,227,259
24_r06c04f114p01.png,24.png,U,396,435,462,495
24_r06c04f114p01.png,24.png,G,55,90,406,442
24_r06c04f114p01.png,24.png,R,89,148,258,310
24_r06c04f114p01.png,24.png,U,370,410,309,350
24_r06c04f114p01.png,24.png,R,304,357,419,470
24_r06c04f114p01.png,24.png,R,423,453,192,229
24_r06c04f114p01.png,24.png,R,1,15,360,391
24_r06c04f114p01.png,24.png,U,73,112,370,414
24_r06c04f114p01.png,24.png,R,1,42,164,206
24_r06c04f114p01.png,24.png,G,311,353,521,537
24_r06c04f114p01.png,24.png,U,1,17,202,242
24_r06c04f114p01.png,24.png,R,440,476,275,311
24_r06c04f114p01.png,24.png,R,275,317,498,538
24_r06c04f114p01.png,24.png,R,456,487,187,222
24_r06c04f114p01.png,24.png,U,299,334,166,199
24_r06c04f114p01.png,24.png,U,468,493,254,278
24_r06c04f114p01.png,24.png,G,59,94,170,201
24_r06c04f114p01.png,24.png,U,394,445,375,414
24_r06c04f114p01.png,24.png,R,528,539,189,233
24_r06c04f114p01.png,24.png,R,50,82,133,173
24_r06c04f114p01.png,24.png,R,33,62,99,129
24_r06c04f114p01.png,24.png,U,278,308,215,244
24_r06c04f114p01.png,24.png,U,81,117,83,120
250_r06c04f32p01.png,250.png,G,1,53,1,32
250_r06c04f32p01.png,250.png,R,85,120,86,119
250_r06c04f32p01.png,250.png,U,137,175,1,12
250_r06c04f32p01.png,250.png,R,151,189,71,109
250_r06c04f32p01.png,250.png,R,200,244,39,77
250_r06c04f32p01.png,250.png,R,249,281,56,83
250_r06c04f32p01.png,250.png,R,280,318,38,81
250_r06c04f32p01.png,250.png,G,311,360,53,94
250_r06c04f32p01.png,250.png,G,347,384,1,17
250_r06c04f32p01.png,250.png,R,392,432,1,28
250_r06c04f32p01.png,250.png,R,426,473,1,43
250_r06c04f32p01.png,250.png,R,456,498,27,70
250_r06c04f32p01.png,250.png,R,495,539,17,49
250_r06c04f32p01.png,250.png,R,510,543,1,21
250_r06c04f32p01.png,250.png,U,497,541,52,112
250_r06c04f32p01.png,250.png,U,492,522,182,209
250_r06c04f32p01.png,250.png,G,430,491,225,287
250_r06c04f32p01.png,250.png,U,467,498,146,182
250_r06c04f32p01.png,250.png,R,442,479,167,198
250_r06c04f32p01.png,250.png,G,383,414,185,214
250_r06c04f32p01.png,250.png,G,399,443,153,200
250_r06c04f32p01.png,250.png,G,373,400,158,185
250_r06c04f32p01.png,250.png,G,339,382,127,168
250_r06c04f32p01.png,250.png,U,375,411,139,162
250_r06c04f32p01.png,250.png,U,331,374,149,183
250_r06c04f32p01.png,250.png,G,311,349,178,217
250_r06c04f32p01.png,250.png,G,262,311,182,220
250_r06c04f32p01.png,250.png,G,187,233,109,155
250_r06c04f32p01.png,250.png,G,216,247,90,126
250_r06c04f32p01.png,250.png,G,249,281,88,122
250_r06c04f32p01.png,250.png,R,302,353,269,315
250_r06c04f32p01.png,250.png,G,195,242,225,272
250_r06c04f32p01.png,250.png,G,128,167,239,277
250_r06c04f32p01.png,250.png,G,126,156,274,303
250_r06c04f32p01.png,250.png,R,134,170,303,331
250_r06c04f32p01.png,250.png,R,216,250,285,318
250_r06c04f32p01.png,250.png,U,188,220,320,348
250_r06c04f32p01.png,250.png,G,223,258,339,372
250_r06c04f32p01.png,250.png,U,297,328,238,270
250_r06c04f32p01.png,250.png,U,274,305,312,343
250_r06c04f32p01.png,250.png,U,269,295,282,314
250_r06c04f32p01.png,250.png,U,241,269,294,322
250_r06c04f32p01.png,250.png,G,160,198,395,420
250_r06c04f32p01.png,250.png,G,359,392,414,446
250_r06c04f32p01.png,250.png,G,135,179,459,500
250_r06c04f32p01.png,250.png,G,171,204,485,519
250_r06c04f32p01.png,250.png,R,51,101,456,507
250_r06c04f32p01.png,250.png,R,76,111,502,533
250_r06c04f32p01.png,250.png,R,57,76,503,534
250_r06c04f32p01.png,250.png,G,35,76,510,540
250_r06c04f32p01.png,250.png,R,17,48,244,274
250_r06c04f32p01.png,250.png,R,3,30,222,248
250_r06c04f32p01.png,250.png,G,1,28,188,220
250_r06c04f32p01.png,250.png,G,1,16,249,282
250_r06c04f32p01.png,250.png,G,1,12,315,347
250_r06c04f32p01.png,250.png,G,396,459,459,525
250_r06c04f32p01.png,250.png,G,372,405,502,535
250_r06c04f32p01.png,250.png,R,454,512,423,483
250_r06c04f32p01.png,250.png,U,468,508,508,540
250_r06c04f32p01.png,250.png,G,489,509,397,428
250_r06c04f32p01.png,250.png,G,510,542,399,439
250_r06c04f32p01.png,250.png,G,511,543,433,467
250_r06c04f32p01.png,250.png,G,509,543,465,510
250_r06c04f32p01.png,250.png,U,263,291,219,253
250_r06c04f32p01.png,250.png,U,516,543,361,401
251_r06c04f330p01.png,251.png,G,16,75,363,413
251_r06c04f330p01.png,251.png,U,334,365,231,263
251_r06c04f330p01.png,251.png,U,380,425,93,135
251_r06c04f330p01.png,251.png,R,373,407,362,397
251_r06c04f330p01.png,251.png,G,365,410,400,444
251_r06c04f330p01.png,251.png,U,513,539,299,337
251_r06c04f330p01.png,251.png,G,435,480,160,204
251_r06c04f330p01.png,251.png,U,318,358,111,142
251_r06c04f330p01.png,251.png,R,29,77,522,538
251_r06c04f330p01.png,251.png,R,276,316,287,337
251_r06c04f330p01.png,251.png,G,34,64,123,155
251_r06c04f330p01.png,251.png,R,273,302,221,251
251_r06c04f330p01.png,251.png,U,5,45,489,524
251_r06c04f330p01.png,251.png,U,292,318,204,229
251_r06c04f330p01.png,251.png,U,507,540,218,262
251_r06c04f330p01.png,251.png,G,149,185,82,116
251_r06c04f330p01.png,251.png,R,214,262,418,465
251_r06c04f330p01.png,251.png,U,491,525,276,308
251_r06c04f330p01.png,251.png,U,366,397,112,144
251_r06c04f330p01.png,251.png,U,311,353,192,227
251_r06c04f330p01.png,251.png,U,339,385,73,119
251_r06c04f330p01.png,251.png,U,380,416,143,176
251_r06c04f330p01.png,251.png,U,456,505,507,540
251_r06c04f330p01.png,251.png,U,355,385,510,540
251_r06c04f330p01.png,251.png,R,138,173,322,351
251_r06c04f330p01.png,251.png,U,306,338,221,253
251_r06c04f330p01.png,251.png,U,312,340,252,283
251_r06c04f330p01.png,251.png,R,453,497,436,478
251_r06c04f330p01.png,251.png,G,375,408,58,91
251_r06c04f330p01.png,251.png,G,329,363,492,526
251_r06c04f330p01.png,251.png,G,185,215,80,113
251_r06c04f330p01.png,251.png,R,261,305,54,97
251_r06c04f330p01.png,251.png,G,209,242,162,194
251_r06c04f330p01.png,251.png,G,416,470,100,156
251_r06c04f330p01.png,251.png,R,41,78,408,441
251_r06c04f330p01.png,251.png,R,10,41,83,112
251_r06c04f330p01.png,251.png,U,239,290,188,231
251_r06c04f330p01.png,251.png,G,472,517,237,279
251_r06c04f330p01.png,251.png,U,292,334,151,200
251_r06c04f330p01.png,251.png,G,190,220,406,439
251_r06c04f330p01.png,251.png,G,23,57,16,50
251_r06c04f330p01.png,251.png,G,8,72,432,485
251_r06c04f330p01.png,251.png,G,200,248,368,410
251_r06c04f330p01.png,251.png,G,24,49,103,132
251_r06c04f330p01.png,251.png,G,346,381,202,235
251_r06c04f330p01.png,251.png,U,498,527,452,488
251_r06c04f330p01.png,251.png,R,243,285,493,531
251_r06c04f330p01.png,251.png,G,471,506,105,140
251_r06c04f330p01.png,251.png,R,166,200,388,417
251_r06c04f330p01.png,251.png,G,392,433,182,227
251_r06c04f330p01.png,251.png,R,511,539,419,455
251_r06c04f330p01.png,251.png,U,443,477,353,385
251_r06c04f330p01.png,251.png,U,503,539,486,522
251_r06c04f330p01.png,251.png,G,228,276,229,271
251_r06c04f330p01.png,251.png,U,466,500,408,434
251_r06c04f330p01.png,251.png,R,182,226,338,374
251_r06c04f330p01.png,251.png,U,472,505,475,508
251_r06c04f330p01.png,251.png,G,217,257,468,506
251_r06c04f330p01.png,251.png,R,214,270,272,330
251_r06c04f330p01.png,251.png,G,1,22,283,328
251_r06c04f330p01.png,251.png,G,3,33,128,159
251_r06c04f330p01.png,251.png,R,234,270,299,331
251_r06c04f330p01.png,251.png,R,6,33,1,25
251_r06c04f330p01.png,251.png,G,64,96,124,156
251_r06c04f330p01.png,251.png,G,361,397,170,205
251_r06c04f330p01.png,251.png,R,37,98,57,118
251_r06c04f330p01.png,251.png,R,425,472,1,14
251_r06c04f330p01.png,251.png,G,484,514,1,21
251_r06c04f330p01.png,251.png,G,27,62,111,149
251_r06c04f330p01.png,251.png,U,2,31,406,440
251_r06c04f330p01.png,251.png,U,520,539,255,293
251_r06c04f330p01.png,251.png,G,147,186,349,384
251_r06c04f330p01.png,251.png,U,325,359,374,414
251_r06c04f330p01.png,251.png,R,61,94,22,54
251_r06c04f330p01.png,251.png,G,1,26,106,132
252_r06c04f331p01.png,252.png,R,283,317,234,272
252_r06c04f331p01.png,252.png,U,237,270,246,279
252_r06c04f331p01.png,252.png,R,26,58,175,208
252_r06c04f331p01.png,252.png,G,3,60,1,44
252_r06c04f331p01.png,252.png,R,319,362,398,441
252_r06c04f331p01.png,252.png,R,385,436,491,533
252_r06c04f331p01.png,252.png,G,42,101,37,105
252_r06c04f331p01.png,252.png,G,269,307,23,60
252_r06c04f331p01.png,252.png,R,280,332,275,321
252_r06c04f331p01.png,252.png,U,21,51,242,269
252_r06c04f331p01.png,252.png,R,290,321,401,434
252_r06c04f331p01.png,252.png,G,358,394,383,423
252_r06c04f331p01.png,252.png,R,257,285,338,366
252_r06c04f331p01.png,252.png,G,142,193,319,366
252_r06c04f331p01.png,252.png,R,231,265,360,393
252_r06c04f331p01.png,252.png,G,330,368,350,397
252_r06c04f331p01.png,252.png,U,240,276,302,338
252_r06c04f331p01.png,252.png,G,7,43,48,81
252_r06c04f331p01.png,252.png,R,197,240,256,298
252_r06c04f331p01.png,252.png,R,249,296,468,515
252_r06c04f331p01.png,252.png,R,72,105,264,299
252_r06c04f331p01.png,252.png,R,219,252,335,366
252_r06c04f331p01.png,252.png,R,525,539,116,151
252_r06c04f331p01.png,252.png,R,45,81,242,288
252_r06c04f331p01.png,252.png,U,251,286,260,296
252_r06c04f331p01.png,252.png,G,1,41,196,250
252_r06c04f331p01.png,252.png,G,300,349,1,45
252_r06c04f331p01.png,252.png,R,288,329,42,78
252_r06c04f331p01.png,252.png,R,40,85,199,246
252_r06c04f331p01.png,252.png,G,1,38,402,457
252_r06c04f331p01.png,252.png,U,262,299,367,402
252_r06c04f331p01.png,252.png,R,299,329,364,403
252_r06c04f331p01.png,252.png,G,1,33,158,192
252_r06c04f331p01.png,252.png,G,216,243,37,65
252_r06c04f331p01.png,252.png,R,91,130,391,420
252_r06c04f331p01.png,252.png,G,97,135,452,489
252_r06c04f331p01.png,252.png,R,178,218,21,58
252_r06c04f331p01.png,252.png,R,146,193,444,488
252_r06c04f331p01.png,252.png,G,141,188,401,444
252_r06c04f331p01.png,252.png,R,96,148,67,115
252_r06c04f331p01.png,252.png,G,404,439,1,16
252_r06c04f331p01.png,252.png,R,460,497,1,20
252_r06c04f331p01.png,252.png,G,197,227,452,484
252_r06c04f331p01.png,252.png,R,109,147,424,462
252_r06c04f331p01.png,252.png,G,282,317,316,353
252_r06c04f331p01.png,252.png,G,247,284,1,31
252_r06c04f331p01.png,252.png,U,1,15,257,295
252_r06c04f331p01.png,252.png,U,1,15,485,521
252_r06c04f331p01.png,252.png,G,239,270,27,56
252_r06c04f331p01.png,252.png,R,88,135,290,337
253_r06c04f332p01.png,253.png,R,166,224,421,481
253_r06c04f332p01.png,253.png,U,519,540,369,397
253_r06c04f332p01.png,253.png,G,242,293,1,32
253_r06c04f332p01.png,253.png,U,281,325,1,19
253_r06c04f332p01.png,253.png,R,1,27,74,113
253_r06c04f332p01.png,253.png,G,269,305,166,202
253_r06c04f332p01.png,253.png,U,212,239,242,272
253_r06c04f332p01.png,253.png,G,41,87,409,451
253_r06c04f332p01.png,253.png,G,178,218,75,112
253_r06c04f332p01.png,253.png,U,204,244,158,194
253_r06c04f332p01.png,253.png,R,202,244,274,319
253_r06c04f332p01.png,253.png,R,462,500,325,356
253_r06c04f332p01.png,253.png,G,10,61,158,208
253_r06c04f332p01.png,253.png,U,22,63,99,137
253_r06c04f332p01.png,253.png,R,109,142,365,398
253_r06c04f332p01.png,253.png,U,24,67,60,99
253_r06c04f332p01.png,253.png,G,457,495,355,392
253_r06c04f332p01.png,253.png,U,162,193,249,278
253_r06c04f332p01.png,253.png,R,165,200,300,337
253_r06c04f332p01.png,253.png,U,509,538,251,283
253_r06c04f332p01.png,253.png,U,330,370,211,251
253_r06c04f332p01.png,253.png,G,207,241,317,350
253_r06c04f332p01.png,253.png,R,16,54,382,422
253_r06c04f332p01.png,253.png,G,167,200,264,297
253_r06c04f332p01.png,253.png,U,413,448,1,21
253_r06c04f332p01.png,253.png,U,324,358,140,174
253_r06c04f332p01.png,253.png,U,312,344,242,274
253_r06c04f332p01.png,253.png,G,358,406,376,428
253_r06c04f332p01.png,253.png,G,83,136,104,179
253_r06c04f332p01.png,253.png,R,401,449,361,402
253_r06c04f332p01.png,253.png,G,299,343,319,359
253_r06c04f332p01.png,253.png,U,495,538,281,330
253_r06c04f332p01.png,253.png,G,110,145,478,515
253_r06c04f332p01.png,253.png,R,424,488,230,287
253_r06c04f332p01.png,253.png,G,465,514,435,484
253_r06c04f332p01.png,253.png,U,305,356,173,214
253_r06c04f332p01.png,253.png,U,192,229,217,251
253_r06c04f332p01.png,253.png,G,229,264,141,174
253_r06c04f332p01.png,253.png,R,242,284,228,283
253_r06c04f332p01.png,253.png,G,273,319,199,251
253_r06c04f332p01.png,253.png,U,44,89,353,396
253_r06c04f332p01.png,253.png,G,501,533,204,235
253_r06c04f332p01.png,253.png,R,101,137,394,430
253_r06c04f332p01.png,253.png,R,526,540,485,520
253_r06c04f332p01.png,253.png,R,171,201,388,414
253_r06c04f332p01.png,253.png,G,490,524,491,523
253_r06c04f332p01.png,253.png,R,262,300,439,480
253_r06c04f332p01.png,253.png,G,403,429,523,537
253_r06c04f332p01.png,253.png,U,387,420,1,24
253_r06c04f332p01.png,253.png,U,330,369,350,388
253_r06c04f332p01.png,253.png,G,228,261,24,56
253_r06c04f332p01.png,253.png,U,1,30,33,74
253_r06c04f332p01.png,253.png,R,424,457,295,328
253_r06c04f332p01.png,253.png,G,431,466,330,363
253_r06c04f332p01.png,253.png,U,493,520,345,371
253_r06c04f332p01.png,253.png,G,280,336,298,346
253_r06c04f332p01.png,253.png,U,71,107,7,43
253_r06c04f332p01.png,253.png,G,135,166,380,414
253_r06c04f332p01.png,253.png,R,74,106,1,10
253_r06c04f332p01.png,253.png,R,80,109,372,404
253_r06c04f332p01.png,253.png,G,118,165,30,68
253_r06c04f332p01.png,253.png,U,523,537,332,366
253_r06c04f332p01.png,253.png,R,55,80,384,409
254_r06c04f333p01.png,254.png,U,458,506,139,183
254_r06c04f333p01.png,254.png,U,234,271,49,80
254_r06c04f333p01.png,254.png,R,517,538,241,280
254_r06c04f333p01.png,254.png,G,49,92,56,100
254_r06c04f333p01.png,254.png,G,121,171,338,391
254_r06c04f333p01.png,254.png,R,339,399,213,265
254_r06c04f333p01.png,254.png,G,12,48,65,109
254_r06c04f333p01.png,254.png,U,53,90,156,192
254_r06c04f333p01.png,254.png,U,45,79,195,230
254_r06c04f333p01.png,254.png,G,91,119,296,326
254_r06c04f333p01.png,254.png,R,477,525,498,537
254_r06c04f333p01.png,254.png,G,81,111,270,300
254_r06c04f333p01.png,254.png,U,501,534,272,301
254_r06c04f333p01.png,254.png,R,319,352,152,187
254_r06c04f333p01.png,254.png,R,249,283,70,102
254_r06c04f333p01.png,254.png,R,505,540,133,173
254_r06c04f333p01.png,254.png,R,118,155,259,293
254_r06c04f333p01.png,254.png,U,2,39,341,387
254_r06c04f333p01.png,254.png,U,86,118,137,172
254_r06c04f333p01.png,254.png,R,68,108,240,273
254_r06c04f333p01.png,254.png,U,160,191,108,136
254_r06c04f333p01.png,254.png,G,168,204,143,177
254_r06c04f333p01.png,254.png,G,443,482,240,278
254_r06c04f333p01.png,254.png,U,132,160,1,16
254_r06c04f333p01.png,254.png,G,170,211,331,371
